Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1790233	0.718	0
2	243199373	1696470	0.698	0
3	198022430	1325232	0.669	0
4	191154276	1178881	0.617	0
5	180915260	1208956	0.668	0
6	171115067	1212493	0.709	0
7	159138663	1158891	0.728	0
8	146364022	1026999	0.702	0
9	141213431	916196	0.649	0
10	135534747	1110540	0.819	0
11	135006516	986371	0.731	0
12	133851895	980208	0.732	0
13	115169878	607938	0.528	-1
14	107349540	654211	0.609	0
15	102531392	653423	0.637	0
16	90354753	769803	0.852	1
17	81195210	755909	0.931	1
18	78077248	533977	0.684	0
19	59128983	631864	1.069	1
20	63025520	530581	0.842	1
21	48129895	279901	0.582	-1
22	51304566	374044	0.729	0
Odchylenie standardowe dla osobnika: 0.11812
