Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	189873	0.076	0
2	243199373	193789	0.08	0
3	198022430	155611	0.079	0
4	191154276	140271	0.073	0
5	180915260	138426	0.077	0
6	171115067	135055	0.079	0
7	159138663	121726	0.076	0
8	146364022	116028	0.079	0
9	141213431	93462	0.066	-1
10	135534747	111437	0.082	0
11	135006516	110445	0.082	0
12	133851895	106288	0.079	0
13	115169878	73875	0.064	-1
14	107349540	72571	0.068	-1
15	102531392	67682	0.066	-1
16	90354753	72824	0.081	0
17	81195210	73831	0.091	1
18	78077248	60747	0.078	0
19	59128983	55255	0.093	1
20	63025520	58405	0.093	1
21	48129895	31374	0.065	-1
22	51304566	36069	0.07	0
Odchylenie standardowe dla osobnika: 0.00826
Srednia arytmetyczna: 0.07714
