Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1788207	0.717	0
2	243199373	1644517	0.676	0
3	198022430	1283233	0.648	0
4	191154276	1112105	0.582	-1
5	180915260	1167466	0.645	0
6	171115067	1186518	0.693	0
7	159138663	1141559	0.717	0
8	146364022	999889	0.683	0
9	141213431	906984	0.642	0
10	135534747	1073362	0.792	0
11	135006516	975505	0.723	0
12	133851895	970811	0.725	0
13	115169878	583006	0.506	-1
14	107349540	648299	0.604	0
15	102531392	655025	0.639	0
16	90354753	774604	0.857	0
17	81195210	779114	0.96	1
18	78077248	520544	0.667	0
19	59128983	662968	1.121	1
20	63025520	547059	0.868	1
21	48129895	417801	0.868	1
22	51304566	404778	0.789	0
Odchylenie standardowe dla osobnika: 0.13416
Srednia arytmetyczna: 0.73282
