Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	975503	0.391	0
2	243199373	880732	0.362	0
3	198022430	679778	0.343	0
4	191154276	563217	0.295	-1
5	180915260	621663	0.344	0
6	171115067	648318	0.379	0
7	159138663	605142	0.38	0
8	146364022	544777	0.372	0
9	141213431	495845	0.351	0
10	135534747	656649	0.484	1
11	135006516	542620	0.402	0
12	133851895	513065	0.383	0
13	115169878	301553	0.262	-1
14	107349540	349487	0.326	0
15	102531392	360083	0.351	0
16	90354753	443938	0.491	1
17	81195210	433632	0.534	1
18	78077248	285273	0.365	0
19	59128983	368464	0.623	1
20	63025520	319349	0.507	1
21	48129895	153293	0.318	0
22	51304566	245564	0.479	0
Odchylenie standardowe dla osobnika: 0.08493
