Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	325675	0.131	0
2	243199373	338861	0.139	0
3	198022430	276559	0.14	0
4	191154276	256417	0.134	0
5	180915260	248179	0.137	0
6	171115067	237381	0.139	0
7	159138663	215763	0.136	0
8	146364022	204469	0.14	0
9	141213431	160548	0.114	-1
10	135534747	189967	0.14	0
11	135006516	192789	0.143	0
12	133851895	188541	0.141	0
13	115169878	133108	0.116	-1
14	107349540	126892	0.118	-1
15	102531392	115139	0.112	-1
16	90354753	118795	0.131	0
17	81195210	118665	0.146	1
18	78077248	107268	0.137	0
19	59128983	89935	0.152	1
20	63025520	94777	0.15	1
21	48129895	53472	0.111	-1
22	51304566	54308	0.106	-1
Odchylenie standardowe dla osobnika: 0.0131
Srednia arytmetyczna: 0.13241
