Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	173397	0.07	0
2	243199373	186425	0.077	0
3	198022430	154213	0.078	0
4	191154276	147941	0.077	0
5	180915260	138541	0.077	0
6	171115067	133753	0.078	0
7	159138663	119155	0.075	0
8	146364022	112543	0.077	0
9	141213431	87346	0.062	-1
10	135534747	102135	0.075	0
11	135006516	103166	0.076	0
12	133851895	103510	0.077	0
13	115169878	76533	0.066	0
14	107349540	70011	0.065	0
15	102531392	61630	0.06	-1
16	90354753	61601	0.068	0
17	81195210	60672	0.075	0
18	78077248	60145	0.077	0
19	59128983	44695	0.076	0
20	63025520	49589	0.079	0
21	48129895	29679	0.062	-1
22	51304566	27440	0.053	-1
Odchylenie standardowe dla osobnika: 0.0072
Srednia arytmetyczna: 0.07182
