Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	267424	0.107	0
2	243199373	278528	0.115	0
3	198022430	229074	0.116	0
4	191154276	213905	0.112	0
5	180915260	204978	0.113	0
6	171115067	198238	0.116	0
7	159138663	178255	0.112	0
8	146364022	168685	0.115	0
9	141213431	132054	0.094	-1
10	135534747	156561	0.116	0
11	135006516	157398	0.117	0
12	133851895	154806	0.116	0
13	115169878	111316	0.097	-1
14	107349540	104673	0.098	-1
15	102531392	95058	0.093	-1
16	90354753	96808	0.107	0
17	81195210	96369	0.119	0
18	78077248	88999	0.114	0
19	59128983	71355	0.121	1
20	63025520	76763	0.122	1
21	48129895	43049	0.089	-1
22	51304566	43754	0.085	-1
Odchylenie standardowe dla osobnika: 0.01073
Srednia arytmetyczna: 0.10882
