Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	512031	0.205	0
2	243199373	514551	0.212	0
3	198022430	415065	0.21	0
4	191154276	362975	0.19	0
5	180915260	369332	0.204	0
6	171115067	356155	0.208	0
7	159138663	327283	0.206	0
8	146364022	311122	0.213	0
9	141213431	251430	0.178	-1
10	135534747	302231	0.223	0
11	135006516	301146	0.223	0
12	133851895	287612	0.215	0
13	115169878	192593	0.167	-1
14	107349540	195667	0.182	-1
15	102531392	184378	0.18	-1
16	90354753	199515	0.221	0
17	81195210	198963	0.245	1
18	78077248	163388	0.209	0
19	59128983	150521	0.255	1
20	63025520	158466	0.251	1
21	48129895	81576	0.169	-1
22	51304566	96111	0.187	0
Odchylenie standardowe dla osobnika: 0.02381
Srednia arytmetyczna: 0.20695
