Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	30374	0.012	0
2	243199373	26642	0.011	0
3	198022430	21530	0.011	0
4	191154276	18694	0.01	0
5	180915260	19049	0.011	0
6	171115067	19272	0.011	0
7	159138663	20489	0.013	0
8	146364022	15592	0.011	0
9	141213431	15539	0.011	0
10	135534747	17281	0.013	0
11	135006516	15737	0.012	0
12	133851895	17051	0.013	0
13	115169878	9786	0.008	-1
14	107349540	11093	0.01	0
15	102531392	11393	0.011	0
16	90354753	13631	0.015	0
17	81195210	15406	0.019	1
18	78077248	8629	0.011	0
19	59128983	13718	0.023	1
20	63025520	8854	0.014	0
21	48129895	4269	0.009	-1
22	51304566	6961	0.014	0
Odchylenie standardowe dla osobnika: 0.00321
Srednia arytmetyczna: 0.01241
