Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	412388	0.165	0
2	243199373	439048	0.181	0
3	198022430	361725	0.183	0
4	191154276	345333	0.181	0
5	180915260	323027	0.179	0
6	171115067	314639	0.184	0
7	159138663	277502	0.174	0
8	146364022	264199	0.181	0
9	141213431	204714	0.145	-1
10	135534747	242135	0.179	0
11	135006516	241676	0.179	0
12	133851895	242104	0.181	0
13	115169878	177673	0.154	0
14	107349540	161492	0.15	-1
15	102531392	146496	0.143	-1
16	90354753	143786	0.159	0
17	81195210	140995	0.174	0
18	78077248	140450	0.18	0
19	59128983	101625	0.172	0
20	63025520	114124	0.181	0
21	48129895	67441	0.14	-1
22	51304566	62058	0.121	-1
Odchylenie standardowe dla osobnika: 0.01742
Srednia arytmetyczna: 0.16755
