Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	496026	0.199	0
2	243199373	512442	0.211	0
3	198022430	417387	0.211	0
4	191154276	382620	0.2	0
5	180915260	371189	0.205	0
6	171115067	359985	0.21	0
7	159138663	323995	0.204	0
8	146364022	306799	0.21	0
9	141213431	246092	0.174	-1
10	135534747	294008	0.217	0
11	135006516	287704	0.213	0
12	133851895	283426	0.212	0
13	115169878	198964	0.173	-1
14	107349540	193429	0.18	-1
15	102531392	176813	0.172	-1
16	90354753	185474	0.205	0
17	81195210	187138	0.23	1
18	78077248	161054	0.206	0
19	59128983	140092	0.237	1
20	63025520	146602	0.233	1
21	48129895	80665	0.168	-1
22	51304566	87615	0.171	-1
Odchylenie standardowe dla osobnika: 0.02009
Srednia arytmetyczna: 0.20186
