Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1736467	0.697	0
2	243199373	1689444	0.695	0
3	198022430	1368614	0.691	0
4	191154276	1220858	0.639	0
5	180915260	1234071	0.682	0
6	171115067	1257749	0.735	0
7	159138663	1149437	0.722	0
8	146364022	1063135	0.726	0
9	141213431	908538	0.643	0
10	135534747	1099659	0.811	1
11	135006516	974315	0.722	0
12	133851895	985790	0.736	0
13	115169878	634444	0.551	-1
14	107349540	654322	0.61	-1
15	102531392	635410	0.62	-1
16	90354753	713460	0.79	1
17	81195210	659189	0.812	1
18	78077248	548716	0.703	0
19	59128983	529606	0.896	1
20	63025520	511998	0.812	1
21	48129895	275216	0.572	-1
22	51304566	326700	0.637	0
Odchylenie standardowe dla osobnika: 0.08315
