Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	538418	0.216	0
2	243199373	571881	0.235	0
3	198022430	472037	0.238	0
4	191154276	445334	0.233	0
5	180915260	423333	0.234	0
6	171115067	407313	0.238	0
7	159138663	364408	0.229	0
8	146364022	344908	0.236	0
9	141213431	267280	0.189	-1
10	135534747	317059	0.234	0
11	135006516	317219	0.235	0
12	133851895	318290	0.238	0
13	115169878	232205	0.202	0
14	107349540	213108	0.199	-1
15	102531392	192325	0.188	-1
16	90354753	190658	0.211	0
17	81195210	191306	0.236	0
18	78077248	182541	0.234	0
19	59128983	139968	0.237	0
20	63025520	151423	0.24	0
21	48129895	131362	0.273	1
22	51304566	85253	0.166	-1
Odchylenie standardowe dla osobnika: 0.02293
Srednia arytmetyczna: 0.22459
