Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	247319	0.099	0
2	243199373	228668	0.094	0
3	198022430	180566	0.091	0
4	191154276	163066	0.085	0
5	180915260	162534	0.09	0
6	171115067	163429	0.096	0
7	159138663	161376	0.101	0
8	146364022	136638	0.093	0
9	141213431	124176	0.088	0
10	135534747	156276	0.115	0
11	135006516	130600	0.097	0
12	133851895	135532	0.101	0
13	115169878	81430	0.071	-1
14	107349540	89442	0.083	0
15	102531392	90432	0.088	0
16	90354753	106630	0.118	1
17	81195210	106337	0.131	1
18	78077248	71298	0.091	0
19	59128983	92497	0.156	1
20	63025520	69394	0.11	0
21	48129895	36957	0.077	-1
22	51304566	49871	0.097	0
Odchylenie standardowe dla osobnika: 0.01817
Srednia arytmetyczna: 0.09873
