Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	538186	0.216	0
2	243199373	571555	0.235	0
3	198022430	472278	0.238	0
4	191154276	445137	0.233	0
5	180915260	423019	0.234	0
6	171115067	406415	0.238	0
7	159138663	362810	0.228	0
8	146364022	344622	0.235	0
9	141213431	267688	0.19	-1
10	135534747	316043	0.233	0
11	135006516	316658	0.235	0
12	133851895	317972	0.238	0
13	115169878	231773	0.201	-1
14	107349540	213827	0.199	-1
15	102531392	192431	0.188	-1
16	90354753	190604	0.211	0
17	81195210	191196	0.235	0
18	78077248	182025	0.233	0
19	59128983	140312	0.237	0
20	63025520	152352	0.242	0
21	48129895	131749	0.274	1
22	51304566	85365	0.166	-1
Odchylenie standardowe dla osobnika: 0.02298
