Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1437236	0.577	0
2	243199373	1524052	0.627	0
3	198022430	1255870	0.634	0
4	191154276	1173362	0.614	0
5	180915260	1120643	0.619	0
6	171115067	1081088	0.632	0
7	159138663	963535	0.605	0
8	146364022	923137	0.631	0
9	141213431	716372	0.507	-1
10	135534747	848822	0.626	0
11	135006516	848180	0.628	0
12	133851895	843313	0.63	0
13	115169878	608478	0.528	0
14	107349540	567705	0.529	0
15	102531392	510900	0.498	-1
16	90354753	514230	0.569	0
17	81195210	504078	0.621	0
18	78077248	488076	0.625	0
19	59128983	362586	0.613	0
20	63025520	410100	0.651	1
21	48129895	234447	0.487	-1
22	51304566	225451	0.439	-1
Odchylenie standardowe dla osobnika: 0.05867
