Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	826113	0.331	0
2	243199373	867842	0.357	0
3	198022430	706963	0.357	0
4	191154276	652719	0.341	0
5	180915260	633973	0.35	0
6	171115067	610304	0.357	0
7	159138663	547032	0.344	0
8	146364022	524955	0.359	0
9	141213431	410847	0.291	-1
10	135534747	489314	0.361	0
11	135006516	488296	0.362	0
12	133851895	479370	0.358	0
13	115169878	343242	0.298	-1
14	107349540	323059	0.301	-1
15	102531392	295085	0.288	-1
16	90354753	301776	0.334	0
17	81195210	297683	0.367	0
18	78077248	277187	0.355	0
19	59128983	218208	0.369	0
20	63025520	242329	0.384	1
21	48129895	134340	0.279	-1
22	51304566	137646	0.268	-1
Odchylenie standardowe dla osobnika: 0.0327
Srednia arytmetyczna: 0.33686
