Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1609274	0.646	0
2	243199373	1497785	0.616	0
3	198022430	1154865	0.583	0
4	191154276	956819	0.501	-1
5	180915260	1025768	0.567	0
6	171115067	1000778	0.585	0
7	159138663	1002274	0.63	0
8	146364022	897643	0.613	0
9	141213431	778608	0.551	0
10	135534747	941059	0.694	0
11	135006516	932762	0.691	0
12	133851895	872945	0.652	0
13	115169878	518375	0.45	-1
14	107349540	592555	0.552	0
15	102531392	584408	0.57	0
16	90354753	711310	0.787	0
17	81195210	756421	0.932	1
18	78077248	460321	0.59	0
19	59128983	650931	1.101	1
20	63025520	538984	0.855	1
21	48129895	251677	0.523	0
22	51304566	391326	0.763	0
Odchylenie standardowe dla osobnika: 0.14853
