Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	419719	0.168	0
2	243199373	438205	0.18	0
3	198022430	354091	0.179	0
4	191154276	325428	0.17	0
5	180915260	315888	0.175	0
6	171115067	304824	0.178	0
7	159138663	276499	0.174	0
8	146364022	261588	0.179	0
9	141213431	207147	0.147	-1
10	135534747	247292	0.182	0
11	135006516	246976	0.183	0
12	133851895	241743	0.181	0
13	115169878	169556	0.147	-1
14	107349540	162618	0.151	-1
15	102531392	149918	0.146	-1
16	90354753	156197	0.173	0
17	81195210	155258	0.191	1
18	78077248	138205	0.177	0
19	59128983	118315	0.2	1
20	63025520	123450	0.196	1
21	48129895	68399	0.142	-1
22	51304566	72415	0.141	-1
Odchylenie standardowe dla osobnika: 0.01716
