Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1506898	0.605	0
2	243199373	1611154	0.662	0
3	198022430	1332987	0.673	0
4	191154276	1256020	0.657	0
5	180915260	1191744	0.659	0
6	171115067	1147246	0.67	0
7	159138663	1011709	0.636	0
8	146364022	973109	0.665	0
9	141213431	748837	0.53	-1
10	135534747	886005	0.654	0
11	135006516	888081	0.658	0
12	133851895	886965	0.663	0
13	115169878	648701	0.563	0
14	107349540	597426	0.557	0
15	102531392	534990	0.522	-1
16	90354753	523413	0.579	0
17	81195210	515141	0.634	0
18	78077248	515229	0.66	0
19	59128983	359587	0.608	0
20	63025520	422981	0.671	0
21	48129895	243889	0.507	-1
22	51304566	227677	0.444	-1
Odchylenie standardowe dla osobnika: 0.06417
