Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2330698	0.935	0
2	243199373	2408936	0.991	0
3	198022430	1968725	0.994	0
4	191154276	1775997	0.929	0
5	180915260	1753929	0.969	0
6	171115067	1691174	0.988	0
7	159138663	1522758	0.957	0
8	146364022	1456670	0.995	0
9	141213431	1151014	0.815	-1
10	135534747	1373763	1.014	0
11	135006516	1374131	1.018	0
12	133851895	1343034	1.003	0
13	115169878	929343	0.807	-1
14	107349540	904615	0.843	-1
15	102531392	843973	0.823	-1
16	90354753	870275	0.963	0
17	81195210	862824	1.063	1
18	78077248	765473	0.98	0
19	59128983	638485	1.08	1
20	63025520	694878	1.103	1
21	48129895	371720	0.772	-1
22	51304566	399311	0.778	-1
Odchylenie standardowe dla osobnika: 0.0956
Srednia arytmetyczna: 0.94636
