Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	88585	0.036	0
2	243199373	78600	0.032	0
3	198022430	63080	0.032	0
4	191154276	56527	0.03	0
5	180915260	56407	0.031	0
6	171115067	55693	0.033	0
7	159138663	58774	0.037	0
8	146364022	46084	0.031	0
9	141213431	44109	0.031	0
10	135534747	54796	0.04	0
11	135006516	44991	0.033	0
12	133851895	49021	0.037	0
13	115169878	27685	0.024	-1
14	107349540	31444	0.029	0
15	102531392	31785	0.031	0
16	90354753	39751	0.044	1
17	81195210	41138	0.051	1
18	78077248	23490	0.03	0
19	59128983	37239	0.063	1
20	63025520	24144	0.038	0
21	48129895	12371	0.026	-1
22	51304566	18027	0.035	0
Odchylenie standardowe dla osobnika: 0.00837
Srednia arytmetyczna: 0.03518
