Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	134857	0.054	0
2	243199373	143561	0.059	0
3	198022430	117295	0.059	0
4	191154276	110818	0.058	0
5	180915260	105747	0.058	0
6	171115067	101441	0.059	0
7	159138663	91546	0.058	0
8	146364022	86390	0.059	0
9	141213431	67359	0.048	-1
10	135534747	79035	0.058	0
11	135006516	78452	0.058	0
12	133851895	79194	0.059	0
13	115169878	57557	0.05	-1
14	107349540	53496	0.05	-1
15	102531392	47675	0.046	-1
16	90354753	48046	0.053	0
17	81195210	47662	0.059	0
18	78077248	45384	0.058	0
19	59128983	35409	0.06	0
20	63025520	37778	0.06	0
21	48129895	32869	0.068	1
22	51304566	21379	0.042	-1
Odchylenie standardowe dla osobnika: 0.00564
