Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	979868	0.393	0
2	243199373	985161	0.405	0
3	198022430	792181	0.4	0
4	191154276	719902	0.377	0
5	180915260	706093	0.39	0
6	171115067	686255	0.401	0
7	159138663	646124	0.406	0
8	146364022	590665	0.404	0
9	141213431	481954	0.341	-1
10	135534747	582091	0.429	0
11	135006516	565367	0.419	0
12	133851895	563387	0.421	0
13	115169878	373376	0.324	-1
14	107349540	376821	0.351	0
15	102531392	351215	0.343	-1
16	90354753	393587	0.436	0
17	81195210	398782	0.491	1
18	78077248	307131	0.393	0
19	59128983	327451	0.554	1
20	63025520	294319	0.467	1
21	48129895	163060	0.339	-1
22	51304566	185250	0.361	0
Odchylenie standardowe dla osobnika: 0.05235
