Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1719438	0.69	0
2	243199373	1604016	0.66	0
3	198022430	1256150	0.634	0
4	191154276	1136264	0.594	0
5	180915260	1138008	0.629	0
6	171115067	1152374	0.673	0
7	159138663	1113697	0.7	0
8	146364022	977894	0.668	0
9	141213431	867622	0.614	0
10	135534747	1137787	0.839	1
11	135006516	929828	0.689	0
12	133851895	941567	0.703	0
13	115169878	565289	0.491	-1
14	107349540	619095	0.577	0
15	102531392	623013	0.608	0
16	90354753	802649	0.888	1
17	81195210	739299	0.911	1
18	78077248	500550	0.641	0
19	59128983	636564	1.077	1
20	63025520	506594	0.804	0
21	48129895	262703	0.546	-1
22	51304566	357185	0.696	0
Odchylenie standardowe dla osobnika: 0.13108
