Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	536895	0.215	0
2	243199373	558207	0.23	0
3	198022430	455862	0.23	0
4	191154276	426745	0.223	0
5	180915260	410776	0.227	0
6	171115067	395185	0.231	0
7	159138663	360629	0.227	0
8	146364022	339029	0.232	0
9	141213431	268705	0.19	-1
10	135534747	317407	0.234	0
11	135006516	317274	0.235	0
12	133851895	312136	0.233	0
13	115169878	221982	0.193	-1
14	107349540	211526	0.197	-1
15	102531392	190495	0.186	-1
16	90354753	200383	0.222	0
17	81195210	199395	0.246	1
18	78077248	178641	0.229	0
19	59128983	152567	0.258	1
20	63025520	157904	0.251	1
21	48129895	89023	0.185	-1
22	51304566	91958	0.179	-1
Odchylenie standardowe dla osobnika: 0.02191
