Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	16617	0.007	0
2	243199373	14786	0.006	0
3	198022430	11675	0.006	0
4	191154276	9673	0.005	0
5	180915260	10269	0.006	0
6	171115067	10318	0.006	0
7	159138663	11175	0.007	0
8	146364022	8150	0.006	0
9	141213431	8537	0.006	0
10	135534747	9267	0.007	0
11	135006516	8557	0.006	0
12	133851895	9607	0.007	0
13	115169878	5222	0.005	0
14	107349540	6157	0.006	0
15	102531392	6433	0.006	0
16	90354753	7852	0.009	0
17	81195210	9364	0.012	1
18	78077248	4647	0.006	0
19	59128983	8321	0.014	1
20	63025520	4957	0.008	0
21	48129895	2276	0.005	0
22	51304566	3938	0.008	0
Odchylenie standardowe dla osobnika: 0.00215
Srednia arytmetyczna: 0.007
