Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1345060	0.54	0
2	243199373	1429280	0.588	0
3	198022430	1179693	0.596	0
4	191154276	1114527	0.583	0
5	180915260	1057268	0.584	0
6	171115067	1016117	0.594	0
7	159138663	909737	0.572	0
8	146364022	863099	0.59	0
9	141213431	669826	0.474	-1
10	135534747	790070	0.583	0
11	135006516	790897	0.586	0
12	133851895	794028	0.593	0
13	115169878	580245	0.504	-1
14	107349540	534344	0.498	-1
15	102531392	480826	0.469	-1
16	90354753	477292	0.528	0
17	81195210	477820	0.588	0
18	78077248	454377	0.582	0
19	59128983	350897	0.593	0
20	63025520	380140	0.603	0
21	48129895	327077	0.68	1
22	51304566	212877	0.415	-1
Odchylenie standardowe dla osobnika: 0.05696
