Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	77567	0.031	0
2	243199373	69808	0.029	0
3	198022430	55735	0.028	0
4	191154276	48577	0.025	0
5	180915260	49866	0.028	0
6	171115067	49699	0.029	0
7	159138663	50778	0.032	0
8	146364022	41112	0.028	0
9	141213431	38917	0.028	0
10	135534747	44280	0.033	0
11	135006516	39786	0.029	0
12	133851895	42876	0.032	0
13	115169878	25165	0.022	-1
14	107349540	27980	0.026	0
15	102531392	28364	0.028	0
16	90354753	32701	0.036	0
17	81195210	35285	0.043	1
18	78077248	21021	0.027	0
19	59128983	30917	0.052	1
20	63025520	21146	0.034	0
21	48129895	11296	0.023	-1
22	51304566	16137	0.031	0
Odchylenie standardowe dla osobnika: 0.0064
Srednia arytmetyczna: 0.03064
