Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	372304	0.149	0
2	243199373	342010	0.141	0
3	198022430	269383	0.136	0
4	191154276	246451	0.129	0
5	180915260	243053	0.134	0
6	171115067	243541	0.142	0
7	159138663	246615	0.155	0
8	146364022	204217	0.14	0
9	141213431	189034	0.134	0
10	135534747	238200	0.176	0
11	135006516	197200	0.146	0
12	133851895	208309	0.156	0
13	115169878	121237	0.105	-1
14	107349540	136549	0.127	0
15	102531392	136927	0.134	0
16	90354753	168239	0.186	1
17	81195210	169347	0.209	1
18	78077248	104913	0.134	0
19	59128983	148292	0.251	1
20	63025520	107977	0.171	0
21	48129895	57075	0.119	-1
22	51304566	79036	0.154	0
Odchylenie standardowe dla osobnika: 0.03132
