Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1743045	0.699	0
2	243199373	1646833	0.677	0
3	198022430	1307975	0.661	0
4	191154276	1143480	0.598	0
5	180915260	1180034	0.652	0
6	171115067	1202572	0.703	0
7	159138663	1135121	0.713	0
8	146364022	1017574	0.695	0
9	141213431	892036	0.632	0
10	135534747	1080006	0.797	0
11	135006516	967983	0.717	0
12	133851895	964754	0.721	0
13	115169878	592949	0.515	-1
14	107349540	643633	0.6	0
15	102531392	650532	0.634	0
16	90354753	774476	0.857	1
17	81195210	727137	0.896	1
18	78077248	521577	0.668	0
19	59128983	612097	1.035	1
20	63025520	529030	0.839	1
21	48129895	270793	0.563	-1
22	51304566	371229	0.724	0
Odchylenie standardowe dla osobnika: 0.11512
