Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	884035	0.355	0
2	243199373	819162	0.337	0
3	198022430	642083	0.324	0
4	191154276	558624	0.292	-1
5	180915260	584843	0.323	0
6	171115067	595611	0.348	0
7	159138663	570948	0.359	0
8	146364022	501617	0.343	0
9	141213431	455865	0.323	0
10	135534747	545464	0.402	0
11	135006516	485953	0.36	0
12	133851895	484535	0.362	0
13	115169878	293692	0.255	-1
14	107349540	325432	0.303	0
15	102531392	330754	0.323	0
16	90354753	389252	0.431	1
17	81195210	396519	0.488	1
18	78077248	261969	0.336	0
19	59128983	335935	0.568	1
20	63025520	274474	0.435	1
21	48129895	140531	0.292	-1
22	51304566	205943	0.401	0
Odchylenie standardowe dla osobnika: 0.06881
