Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	949048	0.381	0
2	243199373	864567	0.355	0
3	198022430	685977	0.346	0
4	191154276	590316	0.309	-1
5	180915260	621218	0.343	0
6	171115067	634924	0.371	0
7	159138663	604205	0.38	0
8	146364022	536331	0.366	0
9	141213431	478435	0.339	0
10	135534747	577344	0.426	0
11	135006516	514113	0.381	0
12	133851895	522432	0.39	0
13	115169878	310043	0.269	-1
14	107349540	345846	0.322	0
15	102531392	348740	0.34	0
16	90354753	406803	0.45	1
17	81195210	402807	0.496	1
18	78077248	276298	0.354	0
19	59128983	345301	0.584	1
20	63025520	290248	0.461	1
21	48129895	144100	0.299	-1
22	51304566	206296	0.402	0
Odchylenie standardowe dla osobnika: 0.06872
Srednia arytmetyczna: 0.38018
