Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	727365	0.292	0
2	243199373	809420	0.333	0
3	198022430	677801	0.342	1
4	191154276	671818	0.351	1
5	180915260	610103	0.337	0
6	171115067	584405	0.342	1
7	159138663	512830	0.322	0
8	146364022	491018	0.335	0
9	141213431	364127	0.258	0
10	135534747	431936	0.319	0
11	135006516	426199	0.316	0
12	133851895	443417	0.331	0
13	115169878	343809	0.299	0
14	107349540	297099	0.277	0
15	102531392	251636	0.245	-1
16	90354753	234278	0.259	0
17	81195210	225057	0.277	0
18	78077248	261775	0.335	0
19	59128983	152882	0.259	0
20	63025520	186579	0.296	0
21	48129895	121248	0.252	-1
22	51304566	90828	0.177	-1
Odchylenie standardowe dla osobnika: 0.04249
