Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	453909	0.182	0
2	243199373	476704	0.196	0
3	198022430	389367	0.197	0
4	191154276	365461	0.191	0
5	180915260	349006	0.193	0
6	171115067	340304	0.199	0
7	159138663	304990	0.192	0
8	146364022	286069	0.195	0
9	141213431	225357	0.16	-1
10	135534747	266496	0.197	0
11	135006516	264419	0.196	0
12	133851895	265660	0.198	0
13	115169878	189340	0.164	-1
14	107349540	178443	0.166	-1
15	102531392	160521	0.157	-1
16	90354753	164835	0.182	0
17	81195210	165030	0.203	0
18	78077248	151514	0.194	0
19	59128983	125725	0.213	1
20	63025520	129968	0.206	1
21	48129895	75942	0.158	-1
22	51304566	74511	0.145	-1
Odchylenie standardowe dla osobnika: 0.01824
Srednia arytmetyczna: 0.18564
