Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	76132	0.031	0
2	243199373	70260	0.029	0
3	198022430	56444	0.029	0
4	191154276	46636	0.024	-1
5	180915260	49990	0.028	0
6	171115067	52101	0.03	0
7	159138663	48773	0.031	0
8	146364022	42853	0.029	0
9	141213431	39590	0.028	0
10	135534747	45865	0.034	0
11	135006516	41363	0.031	0
12	133851895	42883	0.032	0
13	115169878	25396	0.022	-1
14	107349540	27945	0.026	0
15	102531392	29005	0.028	0
16	90354753	33223	0.037	0
17	81195210	33830	0.042	1
18	78077248	22326	0.029	0
19	59128983	28785	0.049	1
20	63025520	23390	0.037	0
21	48129895	11753	0.024	-1
22	51304566	17116	0.033	0
Odchylenie standardowe dla osobnika: 0.00595
Srednia arytmetyczna: 0.03105
