Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	900633	0.361	0
2	243199373	935387	0.385	0
3	198022430	761911	0.385	0
4	191154276	701533	0.367	0
5	180915260	683961	0.378	0
6	171115067	659549	0.385	0
7	159138663	594448	0.374	0
8	146364022	563465	0.385	0
9	141213431	444705	0.315	-1
10	135534747	529596	0.391	0
11	135006516	527234	0.391	0
12	133851895	521182	0.389	0
13	115169878	365319	0.317	-1
14	107349540	350496	0.326	-1
15	102531392	323508	0.316	-1
16	90354753	331689	0.367	0
17	81195210	330589	0.407	1
18	78077248	297465	0.381	0
19	59128983	248118	0.42	1
20	63025520	262810	0.417	1
21	48129895	145017	0.301	-1
22	51304566	151214	0.295	-1
Odchylenie standardowe dla osobnika: 0.03646
