Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	94961	0.038	0
2	243199373	99340	0.041	0
3	198022430	80647	0.041	0
4	191154276	75434	0.039	0
5	180915260	72655	0.04	0
6	171115067	70337	0.041	0
7	159138663	63020	0.04	0
8	146364022	60348	0.041	0
9	141213431	46752	0.033	-1
10	135534747	55432	0.041	0
11	135006516	55492	0.041	0
12	133851895	54911	0.041	0
13	115169878	39536	0.034	-1
14	107349540	37155	0.035	0
15	102531392	33684	0.033	-1
16	90354753	34739	0.038	0
17	81195210	33776	0.042	0
18	78077248	32060	0.041	0
19	59128983	25200	0.043	1
20	63025520	27139	0.043	1
21	48129895	15524	0.032	-1
22	51304566	15477	0.03	-1
Odchylenie standardowe dla osobnika: 0.00379
