Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	250203	0.1	0
2	243199373	269838	0.111	0
3	198022430	222491	0.112	0
4	191154276	212420	0.111	0
5	180915260	200317	0.111	0
6	171115067	192050	0.112	0
7	159138663	167673	0.105	0
8	146364022	163076	0.111	0
9	141213431	125543	0.089	-1
10	135534747	147834	0.109	0
11	135006516	147232	0.109	0
12	133851895	147016	0.11	0
13	115169878	110125	0.096	0
14	107349540	99653	0.093	0
15	102531392	88660	0.086	-1
16	90354753	87131	0.096	0
17	81195210	83972	0.103	0
18	78077248	87482	0.112	0
19	59128983	56696	0.096	0
20	63025520	70942	0.113	0
21	48129895	40441	0.084	-1
22	51304566	37018	0.072	-1
Odchylenie standardowe dla osobnika: 0.0112
