Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	77500	0.031	0
2	243199373	68297	0.028	0
3	198022430	54464	0.028	0
4	191154276	48288	0.025	0
5	180915260	48674	0.027	0
6	171115067	48963	0.029	0
7	159138663	50579	0.032	0
8	146364022	40344	0.028	0
9	141213431	38702	0.027	0
10	135534747	45293	0.033	0
11	135006516	38898	0.029	0
12	133851895	43412	0.032	0
13	115169878	23959	0.021	-1
14	107349540	27636	0.026	0
15	102531392	28449	0.028	0
16	90354753	33840	0.037	0
17	81195210	36012	0.044	1
18	78077248	20691	0.027	0
19	59128983	31823	0.054	1
20	63025520	21337	0.034	0
21	48129895	10958	0.023	-1
22	51304566	16198	0.032	0
Odchylenie standardowe dla osobnika: 0.00696
