Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	5460281	2.191	0
2	243199373	5433632	2.234	0
3	198022430	4368290	2.206	0
4	191154276	3890759	2.035	0
5	180915260	3880779	2.145	0
6	171115067	3757084	2.196	0
7	159138663	3531997	2.219	0
8	146364022	3259156	2.227	0
9	141213431	2680398	1.898	-1
10	135534747	3197843	2.359	0
11	135006516	3181016	2.356	0
12	133851895	3103609	2.319	0
13	115169878	2040170	1.771	-1
14	107349540	2085109	1.942	0
15	102531392	1958889	1.911	-1
16	90354753	2171025	2.403	0
17	81195210	2237683	2.756	1
18	78077248	1695855	2.172	0
19	59128983	1826929	3.09	1
20	63025520	1671481	2.652	1
21	48129895	862024	1.791	-1
22	51304566	1072182	2.09	0
Odchylenie standardowe dla osobnika: 0.30408
