Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4543514	1.823	0
2	243199373	4840329	1.99	0
3	198022430	3971275	2.005	0
4	191154276	3736429	1.955	0
5	180915260	3563057	1.969	0
6	171115067	3429834	2.004	0
7	159138663	3070529	1.929	0
8	146364022	2912896	1.99	0
9	141213431	2261048	1.601	-1
10	135534747	2682933	1.98	0
11	135006516	2664729	1.974	0
12	133851895	2669456	1.994	0
13	115169878	1947339	1.691	0
14	107349540	1799039	1.676	0
15	102531392	1624013	1.584	-1
16	90354753	1618432	1.791	0
17	81195210	1602352	1.973	0
18	78077248	1537367	1.969	0
19	59128983	1167691	1.975	0
20	63025520	1290334	2.047	1
21	48129895	739441	1.536	-1
22	51304566	712145	1.388	-1
Odchylenie standardowe dla osobnika: 0.18571
Srednia arytmetyczna: 1.85655
