Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1734797	0.696	0
2	243199373	1803205	0.741	0
3	198022430	1478172	0.746	0
4	191154276	1370369	0.717	0
5	180915260	1324942	0.732	0
6	171115067	1278755	0.747	0
7	159138663	1154816	0.726	0
8	146364022	1089034	0.744	0
9	141213431	861752	0.61	-1
10	135534747	1021593	0.754	0
11	135006516	1016936	0.753	0
12	133851895	1011177	0.755	0
13	115169878	713872	0.62	-1
14	107349540	679661	0.633	-1
15	102531392	621381	0.606	-1
16	90354753	636556	0.705	0
17	81195210	636595	0.784	1
18	78077248	571923	0.733	0
19	59128983	480109	0.812	1
20	63025520	501678	0.796	1
21	48129895	282535	0.587	-1
22	51304566	289956	0.565	-1
Odchylenie standardowe dla osobnika: 0.0695
Srednia arytmetyczna: 0.70736
