Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	549057	0.22	0
2	243199373	494936	0.204	0
3	198022430	386982	0.195	0
4	191154276	330480	0.173	-1
5	180915260	349637	0.193	0
6	171115067	360012	0.21	0
7	159138663	346182	0.218	0
8	146364022	299530	0.205	0
9	141213431	275212	0.195	0
10	135534747	347968	0.257	0
11	135006516	295697	0.219	0
12	133851895	294607	0.22	0
13	115169878	172289	0.15	-1
14	107349540	196836	0.183	0
15	102531392	204150	0.199	0
16	90354753	244401	0.27	1
17	81195210	245771	0.303	1
18	78077248	156210	0.2	0
19	59128983	211659	0.358	1
20	63025520	168711	0.268	1
21	48129895	84696	0.176	0
22	51304566	126356	0.246	0
Odchylenie standardowe dla osobnika: 0.04601
Srednia arytmetyczna: 0.221
