Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4247539	1.704	0
2	243199373	4476312	1.841	0
3	198022430	3678738	1.858	0
4	191154276	3472900	1.817	0
5	180915260	3293037	1.82	0
6	171115067	3174471	1.855	0
7	159138663	2868758	1.803	0
8	146364022	2692702	1.84	0
9	141213431	2104928	1.491	-1
10	135534747	2485808	1.834	0
11	135006516	2484872	1.841	0
12	133851895	2496352	1.865	0
13	115169878	1790074	1.554	-1
14	107349540	1670551	1.556	-1
15	102531392	1518965	1.481	-1
16	90354753	1523253	1.686	0
17	81195210	1523795	1.877	0
18	78077248	1415017	1.812	0
19	59128983	1151477	1.947	1
20	63025520	1192536	1.892	0
21	48129895	697404	1.449	-1
22	51304566	674312	1.314	-1
Odchylenie standardowe dla osobnika: 0.17257
Srednia arytmetyczna: 1.7335
