Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	32145	0.013	0
2	243199373	27673	0.011	0
3	198022430	21758	0.011	0
4	191154276	18239	0.01	0
5	180915260	19533	0.011	0
6	171115067	19707	0.012	0
7	159138663	20934	0.013	0
8	146364022	16096	0.011	0
9	141213431	16092	0.011	0
10	135534747	18261	0.013	0
11	135006516	16130	0.012	0
12	133851895	17879	0.013	0
13	115169878	9430	0.008	-1
14	107349540	11690	0.011	0
15	102531392	12010	0.012	0
16	90354753	14296	0.016	0
17	81195210	16469	0.02	1
18	78077248	8252	0.011	0
19	59128983	14768	0.025	1
20	63025520	9376	0.015	0
21	48129895	4616	0.01	0
22	51304566	7612	0.015	0
Odchylenie standardowe dla osobnika: 0.00359
Srednia arytmetyczna: 0.01291
