Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1571993	0.631	0
2	243199373	1657969	0.682	0
3	198022430	1359064	0.686	0
4	191154276	1282038	0.671	0
5	180915260	1221637	0.675	0
6	171115067	1174432	0.686	0
7	159138663	1056636	0.664	0
8	146364022	1004048	0.686	0
9	141213431	781483	0.553	-1
10	135534747	927634	0.684	0
11	135006516	929040	0.688	0
12	133851895	921531	0.688	0
13	115169878	663459	0.576	-1
14	107349540	619830	0.577	-1
15	102531392	558298	0.545	-1
16	90354753	564981	0.625	0
17	81195210	562759	0.693	0
18	78077248	529028	0.678	0
19	59128983	416385	0.704	0
20	63025520	451059	0.716	1
21	48129895	258611	0.537	-1
22	51304566	255794	0.499	-1
Odchylenie standardowe dla osobnika: 0.06282
Srednia arytmetyczna: 0.64291
