Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	98935	0.04	0
2	243199373	83125	0.034	0
3	198022430	65818	0.033	0
4	191154276	58448	0.031	0
5	180915260	61072	0.034	0
6	171115067	57676	0.034	0
7	159138663	60527	0.038	0
8	146364022	46896	0.032	0
9	141213431	45988	0.033	0
10	135534747	51570	0.038	0
11	135006516	47516	0.035	0
12	133851895	51222	0.038	0
13	115169878	29975	0.026	-1
14	107349540	33242	0.031	0
15	102531392	34322	0.033	0
16	90354753	38625	0.043	0
17	81195210	42624	0.052	1
18	78077248	25286	0.032	0
19	59128983	36621	0.062	1
20	63025520	24827	0.039	0
21	48129895	13169	0.027	-1
22	51304566	18371	0.036	0
Odchylenie standardowe dla osobnika: 0.00774
Srednia arytmetyczna: 0.03641
