Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	659896	0.265	0
2	243199373	688107	0.283	0
3	198022430	560939	0.283	0
4	191154276	516227	0.27	0
5	180915260	504090	0.279	0
6	171115067	484128	0.283	0
7	159138663	436604	0.274	0
8	146364022	414859	0.283	0
9	141213431	326986	0.232	-1
10	135534747	389626	0.287	0
11	135006516	389007	0.288	0
12	133851895	381192	0.285	0
13	115169878	269589	0.234	-1
14	107349540	257542	0.24	-1
15	102531392	235941	0.23	-1
16	90354753	243294	0.269	0
17	81195210	239551	0.295	1
18	78077248	220463	0.282	0
19	59128983	176964	0.299	1
20	63025520	193388	0.307	1
21	48129895	107218	0.223	-1
22	51304566	110513	0.215	-1
Odchylenie standardowe dla osobnika: 0.02614
