Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2954626	1.185	0
2	243199373	3169682	1.303	0
3	198022430	2612983	1.32	0
4	191154276	2489605	1.302	0
5	180915260	2345551	1.296	0
6	171115067	2260798	1.321	0
7	159138663	2008669	1.262	0
8	146364022	1911938	1.306	0
9	141213431	1477089	1.046	-1
10	135534747	1740626	1.284	0
11	135006516	1739927	1.289	0
12	133851895	1751799	1.309	0
13	115169878	1287650	1.118	0
14	107349540	1179897	1.099	0
15	102531392	1053226	1.027	-1
16	90354753	1032514	1.143	0
17	81195210	1025728	1.263	0
18	78077248	1010102	1.294	0
19	59128983	746149	1.262	0
20	63025520	823464	1.307	0
21	48129895	484575	1.007	-1
22	51304566	449115	0.875	-1
Odchylenie standardowe dla osobnika: 0.12506
Srednia arytmetyczna: 1.20991
