Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	418313	0.168	0
2	243199373	376204	0.155	0
3	198022430	295596	0.149	0
4	191154276	256724	0.134	0
5	180915260	266715	0.147	0
6	171115067	266454	0.156	0
7	159138663	269465	0.169	0
8	146364022	222397	0.152	0
9	141213431	210150	0.149	0
10	135534747	243921	0.18	0
11	135006516	218583	0.162	0
12	133851895	229446	0.171	0
13	115169878	133189	0.116	-1
14	107349540	150099	0.14	0
15	102531392	153241	0.149	0
16	90354753	180094	0.199	0
17	81195210	194418	0.239	1
18	78077248	115577	0.148	0
19	59128983	170260	0.288	1
20	63025520	121643	0.193	0
21	48129895	61661	0.128	-1
22	51304566	91730	0.179	0
Odchylenie standardowe dla osobnika: 0.03696
