Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	44290	0.018	0
2	243199373	38683	0.016	0
3	198022430	31222	0.016	0
4	191154276	25334	0.013	-1
5	180915260	27581	0.015	0
6	171115067	27317	0.016	0
7	159138663	28670	0.018	0
8	146364022	22026	0.015	0
9	141213431	21959	0.016	0
10	135534747	24368	0.018	0
11	135006516	22387	0.017	0
12	133851895	24824	0.019	0
13	115169878	13678	0.012	-1
14	107349540	15912	0.015	0
15	102531392	16382	0.016	0
16	90354753	18963	0.021	0
17	81195210	21328	0.026	1
18	78077248	11768	0.015	0
19	59128983	18647	0.032	1
20	63025520	12473	0.02	0
21	48129895	6218	0.013	-1
22	51304566	9565	0.019	0
Odchylenie standardowe dla osobnika: 0.00434
Srednia arytmetyczna: 0.01755
