Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	250060	0.1	0
2	243199373	229609	0.094	0
3	198022430	175491	0.089	0
4	191154276	149830	0.078	-1
5	180915260	160763	0.089	0
6	171115067	165601	0.097	0
7	159138663	157508	0.099	0
8	146364022	138710	0.095	0
9	141213431	128464	0.091	0
10	135534747	168431	0.124	0
11	135006516	139517	0.103	0
12	133851895	134228	0.1	0
13	115169878	78835	0.068	-1
14	107349540	90467	0.084	0
15	102531392	93483	0.091	0
16	90354753	115423	0.128	1
17	81195210	115036	0.142	1
18	78077248	73021	0.094	0
19	59128983	97969	0.166	1
20	63025520	80901	0.128	1
21	48129895	39818	0.083	0
22	51304566	62586	0.122	0
Odchylenie standardowe dla osobnika: 0.02249
Srednia arytmetyczna: 0.10295
