Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2160554	0.867	0
2	243199373	1907431	0.784	0
3	198022430	1510814	0.763	0
4	191154276	1356239	0.709	0
5	180915260	1339959	0.741	0
6	171115067	1350152	0.789	0
7	159138663	1426767	0.897	0
8	146364022	1099777	0.751	0
9	141213431	1079007	0.764	0
10	135534747	1348107	0.995	0
11	135006516	1079363	0.799	0
12	133851895	1215625	0.908	0
13	115169878	663410	0.576	-1
14	107349540	778388	0.725	0
15	102531392	792720	0.773	0
16	90354753	991973	1.098	1
17	81195210	1059748	1.305	1
18	78077248	561922	0.72	0
19	59128983	961618	1.626	1
20	63025520	601566	0.954	0
21	48129895	307652	0.639	-1
22	51304566	472073	0.92	0
Odchylenie standardowe dla osobnika: 0.22675
Srednia arytmetyczna: 0.86832
