Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	23178	0.009	0
2	243199373	23535	0.01	0
3	198022430	18732	0.009	0
4	191154276	15968	0.008	-1
5	180915260	16063	0.009	0
6	171115067	15706	0.009	0
7	159138663	16076	0.01	0
8	146364022	12776	0.009	0
9	141213431	11895	0.008	-1
10	135534747	13706	0.01	0
11	135006516	12684	0.009	0
12	133851895	13257	0.01	0
13	115169878	9070	0.008	-1
14	107349540	9049	0.008	-1
15	102531392	8441	0.008	-1
16	90354753	9386	0.01	0
17	81195210	9716	0.012	1
18	78077248	7209	0.009	0
19	59128983	6776	0.011	1
20	63025520	6299	0.01	0
21	48129895	3615	0.008	-1
22	51304566	4200	0.008	-1
Odchylenie standardowe dla osobnika: 0.00107
Srednia arytmetyczna: 0.00918
