Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	538454	0.216	0
2	243199373	571989	0.235	0
3	198022430	471007	0.238	0
4	191154276	444918	0.233	0
5	180915260	423160	0.234	0
6	171115067	405688	0.237	0
7	159138663	363514	0.228	0
8	146364022	344158	0.235	0
9	141213431	267729	0.19	-1
10	135534747	316649	0.234	0
11	135006516	316396	0.234	0
12	133851895	316795	0.237	0
13	115169878	232719	0.202	0
14	107349540	214324	0.2	-1
15	102531392	191963	0.187	-1
16	90354753	191505	0.212	0
17	81195210	191244	0.236	0
18	78077248	181584	0.233	0
19	59128983	140128	0.237	0
20	63025520	152191	0.241	0
21	48129895	130801	0.272	1
22	51304566	85256	0.166	-1
Odchylenie standardowe dla osobnika: 0.02268
Srednia arytmetyczna: 0.22441
