Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	887202	0.356	0
2	243199373	817738	0.336	0
3	198022430	643777	0.325	0
4	191154276	528770	0.277	-1
5	180915260	583259	0.322	0
6	171115067	613197	0.358	0
7	159138663	559763	0.352	0
8	146364022	509838	0.348	0
9	141213431	461433	0.327	0
10	135534747	569167	0.42	0
11	135006516	497961	0.369	0
12	133851895	485505	0.363	0
13	115169878	289651	0.251	-1
14	107349540	326174	0.304	0
15	102531392	338579	0.33	0
16	90354753	390622	0.432	0
17	81195210	392300	0.483	1
18	78077248	266336	0.341	0
19	59128983	326432	0.552	1
20	63025520	292496	0.464	1
21	48129895	140242	0.291	-1
22	51304566	217291	0.424	0
Odchylenie standardowe dla osobnika: 0.06999
Srednia arytmetyczna: 0.36477
