Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4429125	1.777	0
2	243199373	4071293	1.674	0
3	198022430	3179952	1.606	0
4	191154276	2753406	1.44	-1
5	180915260	2890599	1.598	0
6	171115067	2936862	1.716	0
7	159138663	2825264	1.775	0
8	146364022	2478158	1.693	0
9	141213431	2246392	1.591	0
10	135534747	2657576	1.961	0
11	135006516	2416656	1.79	0
12	133851895	2403771	1.796	0
13	115169878	1444230	1.254	-1
14	107349540	1607243	1.497	0
15	102531392	1625619	1.585	0
16	90354753	1921028	2.126	1
17	81195210	1930205	2.377	1
18	78077248	1289541	1.652	0
19	59128983	1643314	2.779	1
20	63025520	1353400	2.147	1
21	48129895	688790	1.431	-1
22	51304566	1002732	1.954	0
Odchylenie standardowe dla osobnika: 0.33321
