Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	41468	0.017	0
2	243199373	40424	0.017	0
3	198022430	30672	0.015	0
4	191154276	26548	0.014	0
5	180915260	28286	0.016	0
6	171115067	27952	0.016	0
7	159138663	28530	0.018	0
8	146364022	23099	0.016	0
9	141213431	21267	0.015	0
10	135534747	24596	0.018	0
11	135006516	22475	0.017	0
12	133851895	24005	0.018	0
13	115169878	14318	0.012	-1
14	107349540	15716	0.015	0
15	102531392	15251	0.015	0
16	90354753	19336	0.021	0
17	81195210	20791	0.026	1
18	78077248	12648	0.016	0
19	59128983	16916	0.029	1
20	63025520	13022	0.021	0
21	48129895	6427	0.013	-1
22	51304566	9228	0.018	0
Odchylenie standardowe dla osobnika: 0.00386
Srednia arytmetyczna: 0.01741
