Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	41808	0.017	0
2	243199373	34368	0.014	0
3	198022430	27637	0.014	0
4	191154276	24143	0.013	0
5	180915260	25096	0.014	0
6	171115067	24600	0.014	0
7	159138663	25537	0.016	0
8	146364022	20321	0.014	0
9	141213431	19318	0.014	0
10	135534747	22540	0.017	0
11	135006516	19860	0.015	0
12	133851895	21865	0.016	0
13	115169878	12369	0.011	-1
14	107349540	14037	0.013	0
15	102531392	14155	0.014	0
16	90354753	17250	0.019	0
17	81195210	18488	0.023	1
18	78077248	10438	0.013	0
19	59128983	16841	0.028	1
20	63025520	11136	0.018	0
21	48129895	5695	0.012	0
22	51304566	8206	0.016	0
Odchylenie standardowe dla osobnika: 0.00371
