Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1763170	0.707	0
2	243199373	1672428	0.688	0
3	198022430	1318196	0.666	0
4	191154276	1167664	0.611	0
5	180915260	1190319	0.658	0
6	171115067	1223484	0.715	0
7	159138663	1145431	0.72	0
8	146364022	1024312	0.7	0
9	141213431	910283	0.645	0
10	135534747	1170935	0.864	1
11	135006516	979688	0.726	0
12	133851895	979274	0.732	0
13	115169878	596403	0.518	-1
14	107349540	646344	0.602	0
15	102531392	654478	0.638	0
16	90354753	779641	0.863	1
17	81195210	749615	0.923	1
18	78077248	528664	0.677	0
19	59128983	634780	1.074	1
20	63025520	539880	0.857	1
21	48129895	278087	0.578	-1
22	51304566	379067	0.739	0
Odchylenie standardowe dla osobnika: 0.12362
