Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1823566	0.732	0
2	243199373	1725299	0.709	0
3	198022430	1366402	0.69	0
4	191154276	1207111	0.631	0
5	180915260	1235902	0.683	0
6	171115067	1253220	0.732	0
7	159138663	1192035	0.749	0
8	146364022	1061089	0.725	0
9	141213431	939230	0.665	0
10	135534747	1144550	0.844	0
11	135006516	1015944	0.753	0
12	133851895	1009889	0.754	0
13	115169878	621544	0.54	-1
14	107349540	672686	0.627	0
15	102531392	667354	0.651	0
16	90354753	802321	0.888	1
17	81195210	766053	0.943	1
18	78077248	544830	0.698	0
19	59128983	646654	1.094	1
20	63025520	549696	0.872	1
21	48129895	283082	0.588	-1
22	51304566	384203	0.749	0
Odchylenie standardowe dla osobnika: 0.12197
Srednia arytmetyczna: 0.74168
