Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	691419	0.277	0
2	243199373	735297	0.302	0
3	198022430	602816	0.304	0
4	191154276	571365	0.299	0
5	180915260	540564	0.299	0
6	171115067	522903	0.306	0
7	159138663	473327	0.297	0
8	146364022	443240	0.303	0
9	141213431	344493	0.244	-1
10	135534747	406676	0.3	0
11	135006516	404630	0.3	0
12	133851895	408169	0.305	0
13	115169878	296523	0.257	0
14	107349540	273373	0.255	0
15	102531392	247040	0.241	-1
16	90354753	245185	0.271	0
17	81195210	243398	0.3	0
18	78077248	235128	0.301	0
19	59128983	177252	0.3	0
20	63025520	195608	0.31	0
21	48129895	113400	0.236	-1
22	51304566	107297	0.209	-1
Odchylenie standardowe dla osobnika: 0.02839
