Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7648585	3.069	0
2	243199373	7775765	3.197	0
3	198022430	6307382	3.185	0
4	191154276	5804364	3.036	0
5	180915260	5625308	3.109	0
6	171115067	5436573	3.177	0
7	159138663	5059176	3.179	0
8	146364022	4668456	3.19	0
9	141213431	3778005	2.675	-1
10	135534747	4495780	3.317	0
11	135006516	4452476	3.298	0
12	133851895	4415083	3.298	0
13	115169878	3017507	2.62	-1
14	107349540	2964829	2.762	-1
15	102531392	2750117	2.682	-1
16	90354753	2944981	3.259	0
17	81195210	3025043	3.726	1
18	78077248	2435895	3.12	0
19	59128983	2428593	4.107	1
20	63025520	2259255	3.585	1
21	48129895	1251536	2.6	-1
22	51304566	1415547	2.759	-1
Odchylenie standardowe dla osobnika: 0.3615
